,total_sqft,bath,price,site_location,bhk
5949,3752.5,2.0,177.115,Mahatma Gandhi Road,2
5950,600.0,2.0,35.0,Mahatma Gandhi Road,2
5951,1160.0,2.0,33.5,Mahatma Gandhi Road,2
5952,1762.0,3.0,112.0,Mahatma Gandhi Road,3
5953,1085.0,2.0,57.0,Mahatma Gandhi Road,2
5954,880.0,2.0,50.0,Mahatma Gandhi Road,2
5956,1300.0,2.0,60.0,Mahatma Gandhi Road,2
5957,1752.0,3.0,105.0,Mahatma Gandhi Road,3
5958,1100.0,2.0,58.0,Mahatma Gandhi Road,2
5959,2070.0,3.0,135.0,Mahatma Gandhi Road,3
5961,2173.0,3.0,128.0,Mahatma Gandhi Road,3
5962,1000.0,2.0,44.0,Mahatma Gandhi Road,2
5963,1160.0,2.0,36.54,Mahatma Gandhi Road,2
5964,1044.0,2.0,34.77,Mahatma Gandhi Road,2
5965,1196.0,2.0,57.9,Mahatma Gandhi Road,2
5969,1222.0,2.0,80.0,Mahatma Gandhi Road,2
5970,1917.0,3.0,132.0,Mahatma Gandhi Road,3
5971,1190.0,2.0,48.6,Mahatma Gandhi Road,2
5972,1610.0,2.0,115.0,Mahatma Gandhi Road,3
5973,1074.0,2.0,42.79,Mahatma Gandhi Road,2
5974,1836.0,3.0,125.0,Mahatma Gandhi Road,3
5975,1125.0,2.0,48.0,Mahatma Gandhi Road,2
5976,1054.0,2.0,53.0,Mahatma Gandhi Road,2
5977,3000.0,6.0,250.0,Mahatma Gandhi Road,6
5978,1225.0,2.0,62.0,Mahatma Gandhi Road,2
5980,965.0,2.0,37.15,Mahatma Gandhi Road,2
5982,1186.0,2.0,72.0,Mahatma Gandhi Road,2
5983,1843.0,3.0,87.54,Mahatma Gandhi Road,3
5984,780.0,2.0,31.0,Mahatma Gandhi Road,2
5985,1142.0,2.0,35.0,Mahatma Gandhi Road,2
5986,929.0,2.0,49.0,Mahatma Gandhi Road,2
5987,4278.0,7.0,299.0,Mahatma Gandhi Road,7
5988,1846.0,3.0,135.0,Mahatma Gandhi Road,3
5989,1060.0,2.0,48.66,Mahatma Gandhi Road,2
5990,1263.0,2.0,47.36,Mahatma Gandhi Road,2
5991,1200.0,2.0,54.0,Mahatma Gandhi Road,2
5993,1110.0,2.0,36.25,Mahatma Gandhi Road,2
5995,1082.0,2.0,64.0,Mahatma Gandhi Road,2
5998,1270.0,2.0,94.0,Mahatma Gandhi Road,2
5999,1246.0,2.0,67.5,Mahatma Gandhi Road,2
6000,1140.0,2.0,43.0,Mahatma Gandhi Road,2
6001,883.0,2.0,37.0,Mahatma Gandhi Road,2
6002,1755.0,3.0,117.0,Mahatma Gandhi Road,3
6003,1524.0,2.0,72.0,Mahatma Gandhi Road,3
6004,850.0,2.0,45.0,Mahatma Gandhi Road,2
6005,2257.0,3.0,155.0,Mahatma Gandhi Road,3
6006,1715.0,3.0,105.0,Mahatma Gandhi Road,3
6007,1065.0,2.0,46.0,Mahatma Gandhi Road,2
6008,1610.0,3.0,78.5,Mahatma Gandhi Road,3
6009,1090.0,2.0,46.0,Mahatma Gandhi Road,2
6010,1950.0,3.0,132.0,Mahatma Gandhi Road,3
6013,3500.0,3.0,275.0,Mahatma Gandhi Road,3
6014,1454.0,3.0,71.5,Mahatma Gandhi Road,3
6015,1185.0,2.0,75.0,Mangalwar peth,2
6016,1200.0,3.0,90.0,Mangalwar peth,3
6019,1170.0,2.0,66.0,Mangalwar peth,3
6020,1375.0,3.0,70.0,Mangalwar peth,3
6021,1200.0,3.0,85.0,Mangalwar peth,4
6024,2268.0,3.0,163.0,Mangalwar peth,4
6026,1535.0,3.0,85.0,Mangalwar peth,3
6028,1197.0,2.0,84.0,Mangalwar peth,2
6031,1632.0,3.0,145.0,Mangalwar peth,4
6032,1200.0,3.0,95.0,Mangalwar peth,3
6034,825.0,1.0,45.0,Mangalwar peth,1
6035,1819.0,3.0,100.0,Mangalwar peth,3
6041,606.0,1.0,34.78,Mangalwar peth,1
6042,1400.0,2.0,100.0,Mangalwar peth,2
6043,1950.0,3.0,130.0,Mangalwar peth,3
6044,1290.0,2.0,87.0,Mangalwar peth,2
6045,1615.0,3.0,89.75,Mangalwar peth,3
6046,3895.0,4.0,220.0,Mangalwar peth,4
6048,4000.0,4.0,220.0,Mangalwar peth,4
6049,1374.0,2.0,70.0,Mangalwar peth,3
6050,1055.0,2.0,57.63,Mangalwar peth,2
6053,1715.0,3.0,115.0,Mangalwar peth,3
6055,1500.0,2.0,120.0,Mangalwar peth,3
6057,1645.0,3.0,120.0,Mangalwar peth,3
6058,715.0,1.0,29.0,Mangalwar peth,1
6059,1751.0,2.0,115.0,Mangalwar peth,3
6063,1150.0,2.0,60.0,Mangalwar peth,3
6065,3563.0,6.0,310.0,Mangalwar peth,4
6067,1620.0,3.0,130.0,Mangalwar peth,3
6068,905.0,1.0,50.0,Mangalwar peth,1
6073,1200.0,1.0,48.0,Mangalwar peth,1
6074,1000.0,2.0,61.0,Mangalwar peth,2
6075,1200.0,2.0,75.0,Mangalwar peth,2
6077,1299.0,2.0,100.0,Mangalwar peth,2
6078,1500.0,2.0,77.5,Mangalwar peth,3
6082,750.0,2.0,58.0,Mangalwar peth,2
6083,2280.0,4.0,184.0,Mangalwar peth,3
6084,1520.0,2.0,85.0,Mangalwar peth,3
6085,670.0,1.0,50.0,Mangalwar peth,1
6088,1568.0,2.0,100.0,Mangalwar peth,3
6091,1200.0,3.0,72.0,Mangalwar peth,3
6093,2254.0,3.0,170.0,Mangalwar peth,3
6094,1810.0,3.0,100.0,Mangalwar peth,3
6097,1050.0,2.0,68.0,Mangalwar peth,2
6098,1806.0,1.0,150.0,Mangalwar peth,1
6100,700.0,1.0,41.0,Mangalwar peth,2
6101,2087.01,4.0,135.0,Mangalwar peth,3
6111,1431.0,3.0,85.0,Mangalwar peth,3
6114,1200.0,2.0,78.0,Mangalwar peth,2
6118,1300.0,2.0,95.0,Mangalwar peth,2
6119,1200.0,3.0,74.52,Mangalwar peth,3
6121,1718.0,3.0,90.2,Mangalwar peth,3
6122,1635.0,3.0,85.0,Mangalwar peth,3
6124,550.0,1.0,16.75,Mangalwar peth,1
6126,2236.0,4.0,153.0,Mangalwar peth,4
6129,3206.0,5.0,270.0,Mangalwar peth,4
6130,1294.0,2.0,115.0,Mangalwar peth,2
6132,1724.0,3.0,125.0,Mangalwar peth,3
6133,1348.0,2.0,80.5,Mangalwar peth,3
6134,2700.0,3.0,230.0,Mangalwar peth,4
6138,1710.0,4.0,91.31,Manik Bagh,3
6140,1325.0,2.0,76.0,Manik Bagh,2
6141,708.0,1.0,40.0,Manik Bagh,2
6142,1050.0,1.0,56.0,Manik Bagh,2
6143,1590.0,2.0,125.0,Manik Bagh,3
6146,1639.0,3.0,110.0,Manik Bagh,3
6147,1500.0,3.0,100.0,Manik Bagh,3
6148,3356.0,4.0,251.0,Manik Bagh,4
6149,1765.0,3.0,125.0,Manik Bagh,3
6151,665.0,2.0,28.585,Manik Bagh,1
6153,1041.0,2.0,65.5,Manik Bagh,2
6156,1767.0,3.0,98.0,Manik Bagh,3
6160,1100.0,2.0,61.0,Manik Bagh,2
6163,1178.0,2.0,73.0,Manik Bagh,2
6165,1950.0,3.0,131.0,Manik Bagh,3
6166,2340.0,4.0,148.0,Manik Bagh,4
6167,1700.0,3.0,155.0,Manik Bagh,3
6168,1918.0,3.0,129.0,Manik Bagh,3
6169,2830.0,5.0,160.0,Manik Bagh,4
6172,1200.0,2.0,75.0,Manik Bagh,2
6175,4000.0,3.0,235.0,Manik Bagh,3
6176,1235.0,2.0,63.0,Manik Bagh,2
6177,1230.0,2.0,94.5,Manik Bagh,2
6178,1846.0,3.0,155.0,Manik Bagh,3
6182,1255.0,2.0,90.0,Manik Bagh,3
6183,2000.0,6.0,85.0,Manik Bagh,6
6184,1862.0,3.0,125.0,Manik Bagh,3
6185,1685.0,3.0,95.0,Manik Bagh,3
6186,1650.0,3.0,84.0,Manik Bagh,3
6191,957.0,2.0,52.5,Manik Bagh,2
6194,1750.0,3.0,130.0,Manik Bagh,3
6195,1890.0,2.0,100.0,Manik Bagh,3
6196,1240.0,2.0,65.0,Manik Bagh,3
6197,552.0,1.0,23.5,Manik Bagh,1
6200,525.0,1.0,26.25,Manik Bagh,1
6201,1864.0,3.0,105.0,Manik Bagh,4
6202,2850.0,5.0,240.0,Manik Bagh,4
6203,1890.0,4.0,100.0,Manik Bagh,3
6204,950.0,2.0,58.11,Manik Bagh,2
6205,4920.0,4.0,393.5,Manik Bagh,4
6207,1200.0,2.0,68.0,Manik Bagh,2
6208,645.0,1.0,34.18,Manik Bagh,1
6211,662.0,1.0,45.0,Manik Bagh,1
6213,1691.0,3.0,120.0,Manik Bagh,3
6214,1350.0,2.0,99.0,Manik Bagh,2
6215,1740.0,3.0,95.0,Manik Bagh,3
6216,1161.0,2.0,59.0,Manik Bagh,2
6217,1535.0,3.0,85.0,Manik Bagh,3
6218,1186.0,2.0,76.0,Manik Bagh,2
6222,1300.0,2.0,100.0,Manik Bagh,2
6224,1167.0,2.0,64.08,Manik Bagh,2
6225,1170.0,2.0,65.0,Manik Bagh,2
6227,1153.0,2.0,60.0,Manik Bagh,2
6231,1250.0,2.0,93.0,Manik Bagh,2
6232,610.0,1.0,28.0,Manik Bagh,1
6233,1407.0,2.0,98.49,Manik Bagh,2
6235,1850.0,3.0,110.0,Manik Bagh,3
6237,1120.0,2.0,70.0,Manik Bagh,2
6239,2955.0,3.0,235.0,Manik Bagh,3
6243,1157.0,2.0,65.0,Manik Bagh,2
6244,4144.0,5.0,331.0,Manik Bagh,5
6245,1622.0,3.0,95.0,Manik Bagh,3
6248,1480.0,2.0,75.0,Manik Bagh,3
6249,1200.0,2.0,44.0,Market yard,2
6250,957.0,2.0,58.0,Market yard,2
6252,1850.0,3.0,150.0,Market yard,3
6254,2250.0,3.0,160.0,Market yard,3
6255,3670.0,4.0,300.0,Market yard,4
6256,793.0,2.0,45.0,Market yard,2
6257,1141.0,2.0,62.0,Market yard,2
6259,1475.0,2.0,120.0,Market yard,3
6260,1395.0,2.0,63.59,Market yard,2
6261,920.0,2.0,39.55,Market yard,2
6262,1210.0,2.0,62.0,Market yard,2
6263,1200.0,2.0,65.0,Market yard,2
6264,5080.0,7.0,450.0,Market yard,6
6266,1100.0,2.0,55.0,Market yard,2
6268,1260.0,2.0,46.62,Market yard,2
6269,1325.0,2.0,119.0,Market yard,2
6270,1410.0,2.0,80.0,Market yard,3
6272,1180.0,2.0,100.0,Market yard,2
6273,1100.0,2.0,53.0,Market yard,2
6275,905.0,1.0,55.0,Market yard,1
6277,885.0,2.0,40.0,Market yard,2
6279,596.0,1.0,42.0,Market yard,1
6280,3227.0,5.0,250.0,Market yard,5
6281,1280.0,2.0,76.0,Market yard,2
6282,1315.0,2.0,74.0,Market yard,3
6283,2135.0,3.0,160.0,Market yard,3
6285,1200.0,2.0,59.0,Market yard,2
6286,1015.0,2.0,58.0,Market yard,2
6287,1160.0,2.0,42.92,Market yard,2
6288,1760.0,3.0,123.0,Market yard,3
6290,900.0,2.0,48.0,Market yard,2
6291,1035.0,2.0,45.5,Market yard,2
6292,1255.0,2.0,79.0,Market yard,2
6293,1847.0,3.0,135.0,Market yard,3
6297,1724.0,3.0,124.0,Market yard,3
6298,1685.0,3.0,100.0,Market yard,3
6299,1200.0,2.0,75.0,Market yard,2
6300,2800.0,4.0,100.0,Market yard,6
6302,1060.0,2.0,53.0,Market yard,2
6303,1261.0,2.0,61.0,Market yard,2
6304,1480.0,2.0,84.0,Market yard,3
6305,1500.0,1.0,75.0,Market yard,1
6307,1170.0,2.0,65.0,Market yard,2
6308,1170.0,2.0,75.0,Market yard,2
6309,1050.0,2.0,70.0,Market yard,2
6312,1128.0,2.0,48.79,Market yard,2
6313,1040.0,2.0,61.0,Market yard,2
6315,1400.0,2.0,85.0,Market yard,2
6316,1175.0,2.0,48.72,Market yard,2
6317,1308.0,2.0,60.0,Market yard,2
6318,1140.0,2.0,40.0,Market yard,2
6319,1300.0,2.0,54.0,Market yard,2
6320,728.5,1.0,31.315,Market yard,1
6321,1050.0,2.0,52.08,Market yard,2
6323,1275.0,2.0,47.0,Market yard,2
6324,1200.0,2.0,75.0,Market yard,2
6326,2250.0,3.0,199.0,Market yard,3
6327,1090.0,2.0,57.0,Market yard,2
6328,1306.0,2.0,65.0,Market yard,2
6329,905.0,2.0,65.0,Market yard,2
6330,560.0,1.0,45.0,Market yard,1
6331,1910.0,3.0,150.0,Market yard,3
6332,1730.0,3.0,95.0,Market yard,3
6333,900.0,2.0,48.0,Market yard,2
6334,1160.0,2.0,67.0,Market yard,2
6336,2400.0,2.0,185.0,Market yard,3
6338,1035.0,2.0,51.5,Market yard,2
6339,1161.0,2.0,55.15,Market yard,2
6341,1584.01,3.0,104.0,Market yard,3
6342,4395.0,3.0,240.0,Market yard,3
6343,1000.0,2.0,50.0,Market yard,2
6344,2289.0,3.0,178.0,Market yard,3
6345,3150.0,4.0,180.0,Market yard,4
6347,2750.0,6.0,200.0,Market yard,6
6350,1300.0,2.0,90.0,Market yard,2
6351,1150.0,2.0,90.0,Market yard,2
6352,1846.0,3.0,120.0,Market yard,3
6353,1216.0,2.0,75.0,Market yard,2
6354,1200.0,4.0,85.0,Market yard,4
6355,1800.0,3.0,130.0,Market yard,3
6356,1225.0,2.0,48.0,Market yard,2
6357,4000.0,6.0,370.0,Market yard,4
6358,1187.0,2.0,40.14,Market yard,2
6359,3210.0,2.0,192.0,Model colony,4
6361,4050.0,3.0,280.0,Model colony,3
6362,525.0,2.0,21.53,Model colony,1
6363,11890.0,4.0,700.0,Model colony,4
6364,1372.0,2.0,68.0,Model colony,2
6365,1000.0,2.0,50.0,Model colony,2
6366,918.0,2.0,50.49,Model colony,2
6367,1710.0,3.0,107.0,Model colony,3
6368,400.0,1.0,12.0,Model colony,1
6369,1500.0,2.0,69.0,Model colony,2
6372,1532.0,3.0,92.0,Model colony,3
6373,890.0,2.0,40.0,Model colony,2
6375,927.0,2.0,55.0,Model colony,2
6376,3012.0,6.0,250.0,Model colony,4
6377,1100.0,2.0,75.0,Model colony,3
6379,3715.0,6.0,200.5,Model colony,4
6380,1692.0,3.0,88.0,Model colony,3
6381,1238.0,2.0,67.0,Model colony,2
6383,527.0,1.0,26.0,Model colony,1
6386,1069.0,2.0,55.0,Model colony,2
6387,1365.0,2.0,73.0,Model colony,2
6388,600.0,2.0,27.0,Model colony,2
6389,1260.0,1.0,41.0,Model colony,1
6390,10000.0,16.0,550.0,Model colony,16
6391,2145.0,4.0,125.0,Model colony,4
6395,2400.0,3.0,165.0,Model colony,3
6396,620.0,1.0,27.0,Model colony,1
6398,1830.0,3.0,101.0,Model colony,3
6399,662.0,1.0,42.0,Model colony,1
6400,3360.0,5.0,225.0,Model colony,4
6401,1778.0,3.0,122.0,Model colony,3
6402,1200.0,3.0,72.0,Model colony,3
6404,1275.0,2.0,87.0,Model colony,2
6405,1200.0,4.0,90.0,Model colony,4
6409,1220.0,2.0,59.0,Model colony,2
6411,3500.0,6.0,120.0,Model colony,8
6412,900.0,2.0,50.0,Model colony,2
6413,1080.0,2.0,75.0,Model colony,3
6415,1268.0,2.0,69.0,Model colony,2
6416,1500.0,3.0,83.0,Model colony,3
6419,2195.0,2.0,152.0,Model colony,3
6420,1100.0,2.0,55.0,Model colony,2
6421,1141.0,2.0,55.0,Model colony,2
6423,1351.0,2.0,74.0,Model colony,2
6424,1300.0,2.0,67.0,Model colony,3
6426,1152.0,2.0,61.0,Model colony,2
6427,850.0,1.0,39.5,Model colony,2
6430,1996.0,4.0,123.0,Model colony,3
6431,1660.0,2.0,100.0,Model colony,3
6433,1250.0,2.0,75.0,Model colony,2
6435,1216.0,2.0,84.03,Model colony,2
6436,3700.0,4.0,314.0,Model colony,4
6437,1929.0,3.0,103.0,Model colony,3
6439,1763.25,3.0,98.0,Model colony,3
6440,2249.81,4.0,245.0,Model colony,4
6441,1447.0,2.0,75.97,Model colony,2
6442,2357.0,3.0,135.0,Model colony,3
6443,1280.0,2.0,120.0,Model colony,2
6445,1450.0,3.0,88.6,Model colony,3
6447,1505.0,3.0,78.0,Model colony,3
6448,600.0,1.0,20.0,Model colony,1
6449,2422.0,4.0,135.0,Model colony,4
6450,1520.0,2.0,81.0,Model colony,3
6453,3300.0,3.0,255.0,Model colony,5
6454,2400.0,5.0,75.0,Model colony,6
6456,1300.0,3.0,77.99,Model colony,3
6458,1170.0,2.0,56.0,Model colony,2
6459,1200.0,1.0,39.82,Model colony,1
6460,7000.0,6.0,560.0,Model colony,6
6461,500.0,1.0,13.0,Model colony,1
6462,1760.0,3.0,185.0,Model colony,3
6463,823.0,2.0,80.0,Model colony,2
6465,1260.0,2.0,85.5,Model colony,2
6467,1891.0,3.0,110.0,Model colony,3
6468,595.0,1.0,40.0,Model colony,1
6470,1221.0,3.0,65.0,Model colony,3
6471,1400.0,2.0,65.0,Model colony,2
6472,1719.0,3.0,95.0,Model colony,3
6473,1855.0,3.0,135.0,Model colony,3
6475,1500.0,2.0,78.0,Model colony,3
6476,2795.0,4.0,235.0,Mukund Nagar,3
6477,2420.0,3.0,185.0,Mukund Nagar,3
6479,1250.0,2.0,76.0,Mukund Nagar,2
6481,469.0,1.0,25.0,Mukund Nagar,1
6483,1950.0,4.0,130.0,Mukund Nagar,4
6484,1082.0,2.0,57.5,Mukund Nagar,3
6489,1105.0,2.0,65.0,Mukund Nagar,2
6490,1650.0,3.0,110.0,Mukund Nagar,3
6494,1285.0,2.0,68.0,Mukund Nagar,3
6496,5000.0,4.0,290.0,Mukund Nagar,4
6497,1645.0,3.0,100.0,Mukund Nagar,3
6498,2160.0,3.0,160.0,Mukund Nagar,3
6499,1465.0,2.0,74.72,Mukund Nagar,3
6500,1400.0,2.0,88.0,Mukund Nagar,3
6501,1118.0,2.0,75.0,Mukund Nagar,2
6502,1300.0,2.0,80.0,Mukund Nagar,2
6503,1800.0,3.0,150.0,Mukund Nagar,3
6504,1392.0,2.0,99.0,Mukund Nagar,2
6505,918.0,2.0,55.0,Mukund Nagar,2
6506,3530.0,4.0,290.0,Mukund Nagar,4
6507,1200.0,4.0,110.0,Mukund Nagar,4
6510,813.0,1.0,39.0,Mukund Nagar,1
6514,1300.0,3.0,77.99,Mukund Nagar,3
6516,1430.0,2.0,110.0,Mukund Nagar,2
6517,700.0,2.0,40.0,Mukund Nagar,2
6520,600.0,1.0,43.0,Mukund Nagar,1
6521,1210.0,2.0,83.0,Mukund Nagar,2
6525,1430.0,3.0,78.65,Mukund Nagar,3
6527,1783.0,3.0,125.0,Mukund Nagar,3
6529,1826.0,3.0,130.0,Mukund Nagar,3
6530,1255.0,2.0,90.0,Mukund Nagar,3
6531,1450.0,2.0,87.0,Mukund Nagar,3
6532,360.0,1.0,16.9,Mukund Nagar,1
6533,698.5,1.0,28.57,Mukund Nagar,1
6534,4062.5,2.0,341.0,Mukund Nagar,4
6535,2600.0,4.0,175.0,Mukund Nagar,4
6540,2000.0,4.0,135.0,Mukund Nagar,4
6542,2690.0,4.0,201.0,Mukund Nagar,4
6545,1295.0,2.0,78.5,Mukund Nagar,2
6550,2502.0,4.0,170.0,Mukund Nagar,4
6551,381.0,1.0,28.0,Mukund Nagar,1
6552,1100.0,2.0,72.0,Mukund Nagar,2
6554,1900.0,3.0,150.0,Mukund Nagar,3
6559,1862.0,4.0,110.0,Mukund Nagar,3
6560,4041.0,4.0,345.0,Mukund Nagar,4
6562,1180.0,2.0,77.0,Mukund Nagar,2
6565,1423.0,2.0,71.73,Mukund Nagar,3
6566,2524.0,5.0,180.0,Mukund Nagar,4
6568,1770.0,3.0,108.0,Mukund Nagar,3
6573,3600.0,4.0,300.0,Mukund Nagar,4
6574,1350.0,2.0,89.5,Mukund Nagar,2
6575,1450.0,2.0,78.0,Mukund Nagar,3
6576,2137.0,3.0,110.0,Mukund Nagar,3
6578,1021.0,3.0,59.0,Mukund Nagar,3
6579,1205.0,2.0,79.0,Mukund Nagar,2
6581,1837.0,3.0,110.0,Mukund Nagar,3
6583,1430.0,2.0,102.0,Mukund Nagar,3
6593,1350.0,2.0,140.0,Mundhawa,3
6594,1400.0,2.0,95.0,Mundhawa,3
6595,5000.0,9.0,210.0,Mundhawa,9
6596,3800.0,4.0,250.0,Mundhawa,4
6600,4100.0,7.0,140.0,Mundhawa,7
6603,1121.0,2.0,78.0,Mundhawa,2
6604,1850.0,3.0,100.0,Mundhawa,3
6605,1200.0,4.0,105.0,Mundhawa,4
6606,1200.0,5.0,110.0,Mundhawa,4
6607,1645.0,3.0,100.0,Mundhawa,3
6609,1450.0,2.0,135.0,Mundhawa,3
6610,1150.0,2.0,80.0,Mundhawa,2
6611,1195.0,2.0,84.0,Mundhawa,2
6613,1418.0,2.0,103.0,Mundhawa,2
6614,1246.0,2.0,82.0,Mundhawa,2
6615,1098.0,2.0,68.0,Mundhawa,2
6617,1798.0,3.0,120.0,Mundhawa,3
6618,1563.0,3.0,91.84,Mundhawa,3
6619,1900.0,2.0,200.0,Mundhawa,2
6620,1392.0,2.0,98.0,Mundhawa,2
6622,1910.0,3.0,190.0,Mundhawa,3
6623,2170.0,3.0,151.0,Mundhawa,3
6624,2106.0,3.0,126.0,Mundhawa,3
6626,3884.0,4.0,240.0,Mundhawa,4
6629,1000.0,2.0,78.0,Mundhawa,2
6636,1200.0,2.0,130.0,Mundhawa,4
6637,946.0,2.0,58.0,Mundhawa,2
6640,1150.0,2.0,69.0,Mundhawa,2
6641,1138.0,2.0,110.0,Mundhawa,2
6645,693.0,1.0,34.3,Mundhawa,1
6646,1520.0,2.0,90.0,Mundhawa,3
6647,1675.0,2.0,135.0,Mundhawa,3
6649,1220.0,2.0,88.0,Mundhawa,2
6651,925.0,1.0,40.7,Mundhawa,1
6652,1250.0,2.0,90.0,Mundhawa,2
6653,1175.0,2.0,79.0,Mundhawa,2
6656,1700.0,3.0,111.0,Mundhawa,3
6657,650.0,1.0,16.0,Mundhawa,1
6659,2750.0,3.0,260.0,Mundhawa,3
6661,780.0,1.0,70.0,Mundhawa,1
6663,1320.0,2.0,100.0,Mundhawa,2
6665,800.0,1.0,32.0,Mundhawa,1
6666,1435.0,2.0,80.0,Mundhawa,3
6667,1850.0,3.0,175.0,Mundhawa,6
6668,1200.0,4.0,140.0,Mundhawa,4
6669,1760.0,3.0,115.0,Mundhawa,3
6672,1310.0,2.0,80.43,Mundhawa,2
6673,4600.0,9.0,200.0,Mundhawa,9
6674,1800.0,3.0,110.0,Mundhawa,3
6675,1445.0,2.0,86.69,Mundhawa,3
6676,645.0,1.0,39.0,Mundhawa,1
6677,1328.0,2.0,107.0,Mundhawa,2
6678,1823.0,3.0,103.0,Mundhawa,3
6679,2439.0,5.0,170.0,Mundhawa,4
6681,770.0,1.0,43.82,Mundhawa,1
6682,400.0,2.0,50.0,Mundhawa,1
6688,1020.0,2.0,80.0,Mundhawa,2
6689,2100.0,3.0,125.0,Mundhawa,3
6695,1027.0,2.0,67.0,Mundhawa,2
6698,1200.0,4.0,125.0,Mundhawa,4
6700,1200.0,2.0,66.0,Mundhawa,3
6702,1270.0,2.0,95.25,Mundhawa,3
6709,610.0,1.0,18.5,Mundhawa,1
6711,1805.0,3.0,134.0,Mundhawa,3
6712,840.0,2.0,45.0,Nagar Road,2
6713,1060.0,2.0,55.0,Nagar Road,2
6716,883.0,2.0,29.0,Nagar Road,2
6717,1200.0,2.0,62.5,Nagar Road,2
6718,1705.0,3.0,95.0,Nagar Road,3
6719,1027.0,2.0,44.0,Nagar Road,2
6721,1300.0,3.0,64.0,Nagar Road,3
6722,804.1,2.0,69.09,Nagar Road,2
6723,3198.0,4.0,200.0,Nagar Road,4
6724,1360.0,2.0,75.0,Nagar Road,3
6725,1200.0,2.0,75.0,Nagar Road,2
6727,1200.0,2.0,49.5,Nagar Road,2
6728,1256.0,2.0,60.0,Nagar Road,2
6729,1100.0,2.0,60.0,Nagar Road,2
6730,1220.0,2.0,59.5,Nagar Road,2
6731,1215.0,2.0,40.0,Nagar Road,2
6732,1130.0,2.0,45.2,Nagar Road,2
6733,1260.0,1.0,41.0,Nagar Road,1
6734,890.0,1.0,75.0,Nagar Road,1
6736,1326.0,2.0,62.17,Nagar Road,2
6737,1086.0,2.0,33.66,Nagar Road,2
6738,1339.0,2.0,62.0,Nagar Road,2
6739,1139.0,2.0,80.0,Nagar Road,2
6740,1080.0,2.0,55.0,Nagar Road,2
6741,1801.0,3.0,139.0,Nagar Road,3
6742,1111.0,2.0,41.88,Nagar Road,2
6743,3876.0,3.0,300.0,Nagar Road,3
6744,1150.0,2.0,51.0,Nagar Road,2
6745,1400.0,2.0,78.0,Nagar Road,3
6746,1076.0,2.0,52.0,Nagar Road,2
6747,4827.0,4.0,400.0,Nagar Road,4
6748,1215.0,2.0,90.0,Nagar Road,2
6749,1015.0,2.0,40.0,Nagar Road,2
6750,845.0,2.0,37.0,Nagar Road,2
6751,1216.0,2.0,84.0,Nagar Road,2
6752,1358.0,2.0,81.0,Nagar Road,2
6753,1350.0,3.0,85.0,Nagar Road,3
6754,1856.0,3.0,120.0,Nagar Road,3
6755,787.0,2.0,31.0,Nagar Road,2
6756,1110.0,2.0,58.0,Nagar Road,2
6757,1216.0,2.0,75.0,Nagar Road,2
6758,1100.0,2.0,43.5,Nagar Road,2
6759,1227.0,2.0,53.49,Nagar Road,2
6760,2556.0,3.0,169.0,Nagar Road,3
6762,800.0,2.0,40.0,Nagar Road,2
6763,1850.0,2.0,110.0,Nagar Road,3
6764,1060.0,2.0,55.0,Nagar Road,2
6768,1140.0,2.0,70.93,Nagar Road,2
6769,921.0,2.0,29.47,Nagar Road,2
6770,1900.0,3.0,125.0,Nagar Road,3
6771,3000.0,4.0,235.0,Nagar Road,3
6772,1355.0,2.0,67.0,Nagar Road,2
6773,1067.0,2.0,52.0,Nagar Road,2
6774,855.0,2.0,32.0,Nagar Road,2
6775,1140.0,2.0,51.2,Nagar Road,2
6776,770.0,1.0,39.9,Nagar Road,2
6777,2990.0,5.0,173.0,Nagar Road,3
6778,650.0,1.0,19.87,Nagar Road,1
6779,725.0,2.0,36.0,Nagar Road,2
6780,510.0,1.0,34.0,Nagar Road,1
6781,965.0,2.0,56.0,Nagar Road,2
6782,980.0,2.0,45.0,Nagar Road,2
6783,1243.0,2.0,46.0,Nagar Road,2
6785,1040.0,2.0,55.0,Nagar Road,2
6786,1190.0,2.0,42.25,Nagar Road,2
6787,1223.0,2.0,42.81,Nagar Road,2
6789,1230.0,2.0,68.0,Nagar Road,2
6790,1485.0,2.0,110.0,Nagar Road,3
6791,1310.0,3.0,90.0,Nagar Road,3
6792,1088.0,2.0,43.5,Nagar Road,2
6793,1710.0,3.0,85.0,Nagar Road,3
6794,2430.0,5.0,180.0,Nagar Road,3
6795,1066.0,2.0,55.0,Nagar Road,2
6796,1175.0,2.0,41.68,Nagar Road,2
6797,1260.0,2.0,58.0,Nagar Road,2
6800,1000.0,2.0,42.0,Nagar Road,2
6801,1644.0,3.0,92.59,Nagar Road,3
6802,3410.0,5.0,253.0,Nagar Road,4
6803,1100.0,2.0,78.0,Nagar Road,3
6804,2400.0,7.0,107.0,Nagar Road,6
6805,1698.0,3.0,125.0,Nagar Road,3
6806,1080.0,2.0,67.0,Nagar Road,2
6807,1041.0,2.0,36.44,Nagar Road,2
6808,1724.0,3.0,146.0,Nagar Road,3
6809,1185.0,2.0,59.0,Nagar Road,2
6810,1353.0,2.0,110.0,Nagar Road,3
6811,1830.0,3.0,91.86,Nagar Road,3
6812,1100.0,2.0,36.0,Nagar Road,2
6813,1660.0,3.0,125.0,Nagar Road,3
6814,1206.0,2.0,40.7,Nagar Road,2
